year,month,country,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct
2017,August,Brazil,17,10,13,11,Microsoft Copilot,75,0.7,Draft,19,7,No,2
2017,August,Pakistan,17,12,15,14,Google Gemini,45,0.55,Active,22,2,Yes,1
2017,August,Nigeria,12,17,10,57,Google Gemini,42,0.52,Draft,14,0,No,1
2017,August,Canada,20,18,10,18,Google Gemini,94,0.92,Unknown,23,12,Yes,9
2017,August,Australia,11,18,14,42,ChatGPT,96,0.93,Active,12,4,Yes,3
2017,September,US,18,16,10,5,Google Gemini,90,0.9,Active,19,8,No,8
2017,September,UK,16,16,15,27,Google Gemini,92,0.91,Draft,21,5,No,2
2017,September,China,16,12,10,45,Khanmigo,70,0.75,Draft,16,1,No,9
2017,September,India,14,15,17,32,ChatGPT,50,0.64,Active,17,4,No,9
2017,September,Germany,19,17,15,54,Microsoft Copilot,93,0.94,Active,23,7,Yes,5
2017,September,Brazil,14,10,14,50,Google Gemini,75,0.7,Draft,14,2,Yes,7
2017,September,Pakistan,18,12,12,21,Google Gemini,45,0.55,Draft,22,6,No,3
2017,September,Nigeria,17,10,11,59,Microsoft Copilot,42,0.52,Unknown,21,3,Yes,5
2017,September,Canada,16,13,15,38,Khanmigo,94,0.92,Active,19,5,No,1
2017,September,Australia,17,11,13,46,Khanmigo,96,0.93,Draft,21,3,Yes,8
2017,October,US,11,11,14,8,ChatGPT,90,0.9,Unknown,16,0,No,7
2017,October,UK,17,16,11,24,ChatGPT,92,0.91,Active,19,3,No,8
2017,October,China,11,17,15,59,Microsoft Copilot,70,0.75,Draft,11,1,No,9
2017,October,India,16,18,17,35,ChatGPT,50,0.64,Draft,20,2,No,8
2017,October,Germany,11,11,13,44,Google Gemini,93,0.94,Active,14,0,Yes,2
2017,October,Brazil,13,13,13,51,Khanmigo,75,0.7,Draft,18,4,Yes,4
2017,October,Pakistan,18,12,16,45,Khanmigo,45,0.55,Unknown,22,6,Yes,3
2017,October,Nigeria,16,11,12,39,ChatGPT,42,0.52,Active,21,10,Yes,9
2017,October,Canada,13,10,16,48,Google Gemini,94,0.92,Draft,17,2,No,10
2017,October,Australia,19,10,13,55,Khanmigo,96,0.93,Draft,22,11,Yes,9
2017,November,US,20,18,12,33,Google Gemini,90,0.9,Active,20,5,Yes,8
2017,November,UK,19,17,13,54,Microsoft Copilot,92,0.91,Unknown,23,11,Yes,5
2017,November,China,20,15,12,56,Khanmigo,70,0.75,Active,25,9,No,1
2017,November,India,20,14,10,54,Microsoft Copilot,50,0.64,Draft,23,10,No,5
2017,November,Germany,11,12,13,53,Microsoft Copilot,93,0.94,Draft,14,2,No,2
2017,November,Brazil,17,18,13,35,Microsoft Copilot,75,0.7,Draft,19,6,No,7
2017,November,Pakistan,18,17,17,55,Microsoft Copilot,45,0.55,Unknown,23,8,Yes,10
2017,November,Nigeria,13,14,14,13,Microsoft Copilot,42,0.52,Unknown,15,7,Yes,5
2017,November,Canada,10,10,16,20,Khanmigo,94,0.92,Active,11,0,No,4
2017,November,Australia,18,14,17,44,Khanmigo,96,0.93,Active,21,3,No,8
2017,December,US,18,11,15,46,Microsoft Copilot,90,0.9,Unknown,20,3,No,6
2017,December,UK,17,10,17,41,Google Gemini,92,0.91,Draft,18,9,No,10
2017,December,China,18,18,14,33,Khanmigo,70,0.75,Draft,18,9,Yes,2
2017,December,India,11,11,14,56,Microsoft Copilot,50,0.64,Draft,11,0,No,1
2017,December,Germany,13,17,13,13,Google Gemini,93,0.94,Unknown,17,2,No,2
2017,December,Brazil,13,15,16,34,Microsoft Copilot,75,0.7,Unknown,13,3,Yes,8
2017,December,Pakistan,16,18,15,13,Google Gemini,45,0.55,Active,20,9,Yes,8
2017,December,Nigeria,19,18,17,6,Khanmigo,42,0.52,Draft,22,9,No,1
2017,December,Canada,20,13,17,22,Google Gemini,94,0.92,Active,20,15,Yes,1
2017,December,Australia,11,11,12,56,Khanmigo,96,0.93,Draft,12,0,Yes,4
2018,January,US,25,22,15,22,Khanmigo,90,0.9,Draft,26,10,Yes,9
2018,January,UK,22,23,20,20,Google Gemini,92,0.91,Unknown,23,12,No,4
2018,January,China,17,17,15,53,Khanmigo,70,0.75,Unknown,19,11,Yes,5
2018,January,India,18,16,15,51,Microsoft Copilot,50,0.64,Active,23,6,No,5
2018,January,Germany,20,22,19,27,Microsoft Copilot,93,0.94,Active,21,11,No,2
2018,January,Brazil,23,19,18,24,ChatGPT,75,0.7,Draft,23,9,No,10
2018,January,Pakistan,17,18,20,39,ChatGPT,45,0.55,Active,19,5,No,9
2018,January,Nigeria,16,20,17,31,Microsoft Copilot,42,0.52,Active,17,1,No,7
2018,January,Canada,18,19,18,50,ChatGPT,94,0.92,Unknown,19,11,Yes,1
2018,January,Australia,17,20,18,12,ChatGPT,96,0.93,Active,17,5,No,5
2018,February,US,15,17,20,55,Google Gemini,90,0.9,Draft,19,10,Yes,6
2018,February,UK,16,21,18,6,Google Gemini,92,0.91,Active,19,5,Yes,3
2018,February,China,16,23,16,8,Khanmigo,70,0.75,Draft,21,9,No,10
2018,February,India,23,23,15,60,ChatGPT,50,0.64,Draft,24,15,Yes,4
2018,February,Germany,17,20,19,29,Google Gemini,93,0.94,Unknown,21,2,Yes,2
2018,February,Brazil,22,18,15,44,Microsoft Copilot,75,0.7,Active,24,13,No,3
2018,February,Pakistan,22,21,22,59,Khanmigo,45,0.55,Draft,22,9,No,7
2018,February,Nigeria,15,20,15,43,Google Gemini,42,0.52,Draft,15,6,No,4
2018,February,Canada,16,19,18,43,Microsoft Copilot,94,0.92,Unknown,17,3,No,8
2018,February,Australia,17,23,21,25,Microsoft Copilot,96,0.93,Active,20,8,No,8
2018,March,US,23,23,16,38,ChatGPT,90,0.9,Unknown,23,17,No,5
2018,March,UK,22,21,22,22,ChatGPT,92,0.91,Unknown,22,9,No,5
2018,March,China,18,18,18,9,Google Gemini,70,0.75,Draft,21,7,No,6
2018,March,India,20,23,15,16,ChatGPT,50,0.64,Draft,23,11,Yes,9
2018,March,Germany,20,15,22,37,ChatGPT,93,0.94,Draft,24,10,No,5
2018,March,Brazil,18,18,15,7,Microsoft Copilot,75,0.7,Unknown,21,3,Yes,1
2018,March,Pakistan,23,23,20,56,Khanmigo,45,0.55,Draft,25,17,Yes,7
2018,March,Nigeria,20,19,18,6,ChatGPT,42,0.52,Active,20,10,No,2
2018,March,Canada,22,17,21,41,ChatGPT,94,0.92,Active,26,7,No,7
2018,March,Australia,19,18,21,13,Google Gemini,96,0.93,Unknown,22,13,No,10
2018,April,US,19,21,18,13,Google Gemini,90,0.9,Active,24,4,No,9
2018,April,UK,16,19,21,58,ChatGPT,92,0.91,Draft,19,1,Yes,2
2018,April,China,21,18,15,9,Microsoft Copilot,70,0.75,Unknown,25,8,Yes,8
2018,April,India,25,23,22,9,Google Gemini,50,0.64,Draft,26,20,No,10
2018,April,Germany,19,17,20,9,ChatGPT,93,0.94,Draft,24,13,Yes,5
2018,April,Brazil,23,18,18,26,ChatGPT,75,0.7,Active,24,11,No,2
2018,April,Pakistan,21,22,15,12,Microsoft Copilot,45,0.55,Draft,21,14,No,1
2018,April,Nigeria,18,19,22,22,Khanmigo,42,0.52,Draft,21,4,No,5
2018,April,Canada,17,22,21,9,Microsoft Copilot,94,0.92,Unknown,19,2,No,9
2018,April,Australia,19,19,21,5,Google Gemini,96,0.93,Active,24,9,No,9
2018,May,US,24,23,15,12,Microsoft Copilot,90,0.9,Draft,26,11,Yes,2
2018,May,UK,24,18,20,50,Khanmigo,92,0.91,Draft,26,10,No,4
2018,May,China,15,21,20,42,Google Gemini,70,0.75,Draft,16,4,No,10
2018,May,India,25,19,17,26,Microsoft Copilot,50,0.64,Active,29,10,Yes,6
2018,May,Germany,16,18,22,34,Google Gemini,93,0.94,Draft,16,1,No,5
2018,May,Brazil,17,20,20,11,Khanmigo,75,0.7,Active,22,8,No,3
2018,May,Pakistan,20,21,20,22,Google Gemini,45,0.55,Draft,24,11,Yes,10
2018,May,Nigeria,19,23,19,35,Khanmigo,42,0.52,Draft,20,11,Yes,1
2018,May,Canada,15,23,21,27,Microsoft Copilot,94,0.92,Draft,15,2,Yes,7
2018,May,Australia,23,17,19,51,Khanmigo,96,0.93,Active,28,14,Yes,3
2018,June,US,16,15,21,21,ChatGPT,90,0.9,Unknown,17,9,No,4
2018,June,UK,15,16,18,35,Microsoft Copilot,92,0.91,Draft,15,1,No,1
2018,June,China,18,18,15,56,ChatGPT,70,0.75,Unknown,21,9,No,6
2018,June,India,18,23,17,14,Khanmigo,50,0.64,Unknown,23,5,No,7
2018,June,Germany,19,20,19,40,Google Gemini,93,0.94,Draft,19,8,No,1
2018,June,Brazil,25,18,21,9,ChatGPT,75,0.7,Unknown,30,10,No,7
2018,June,Pakistan,22,16,22,18,Google Gemini,45,0.55,Draft,24,16,Yes,10
2018,June,Nigeria,16,17,18,5,Khanmigo,42,0.52,Active,21,2,Yes,5
2018,June,Canada,17,18,18,37,Google Gemini,94,0.92,Active,21,11,Yes,1
2018,June,Australia,17,21,18,9,Microsoft Copilot,96,0.93,Active,18,10,Yes,4
2018,July,US,19,23,16,38,Khanmigo,90,0.9,Active,23,13,No,7
2018,July,UK,19,17,20,16,Google Gemini,92,0.91,Unknown,20,4,Yes,5
2018,July,China,15,17,21,47,ChatGPT,70,0.75,Active,20,0,Yes,8
2018,July,India,22,17,15,8,ChatGPT,50,0.64,Active,27,11,Yes,5
2018,July,Germany,21,16,19,7,Microsoft Copilot,93,0.94,Draft,24,10,No,4
2018,July,Brazil,21,18,19,11,Google Gemini,75,0.7,Draft,21,8,Yes,4
2018,July,Pakistan,17,21,20,42,Khanmigo,45,0.55,Unknown,22,3,Yes,8
2018,July,Nigeria,18,23,17,26,Microsoft Copilot,42,0.52,Draft,18,4,Yes,1
2018,July,Canada,15,21,19,56,Khanmigo,94,0.92,Active,15,1,No,3
2018,July,Australia,19,17,19,25,Khanmigo,96,0.93,Active,20,13,Yes,3
2018,August,US,18,16,16,30,Google Gemini,90,0.9,Active,22,13,Yes,1
2018,August,UK,24,17,18,29,ChatGPT,92,0.91,Active,24,14,No,3
2018,August,China,19,18,17,55,Khanmigo,70,0.75,Draft,20,8,No,5
2018,August,India,23,23,15,42,Microsoft Copilot,50,0.64,Active,25,15,No,9
2018,August,Germany,17,20,18,39,Khanmigo,93,0.94,Draft,20,9,Yes,9
2018,August,Brazil,18,15,16,55,ChatGPT,75,0.7,Active,23,9,Yes,1
2018,August,Pakistan,22,21,18,32,ChatGPT,45,0.55,Active,25,17,No,9
2018,August,Nigeria,16,22,19,44,Khanmigo,42,0.52,Draft,17,10,No,10
2018,August,Canada,19,16,20,28,Microsoft Copilot,94,0.92,Unknown,20,5,Yes,2
2018,August,Australia,24,21,22,53,ChatGPT,96,0.93,Active,27,14,Yes,4
2018,September,US,21,22,16,10,Khanmigo,90,0.9,Draft,21,15,Yes,2
2018,September,UK,20,20,15,39,Khanmigo,92,0.91,Unknown,23,12,Yes,1
2018,September,China,20,20,16,9,ChatGPT,70,0.75,Unknown,24,14,Yes,9
2018,September,India,15,19,20,55,Khanmigo,50,0.64,Draft,18,1,Yes,3
2018,September,Germany,17,19,18,15,Google Gemini,93,0.94,Unknown,21,8,No,5
2018,September,Brazil,24,17,16,5,Khanmigo,75,0.7,Draft,28,17,No,9
2018,September,Pakistan,16,23,16,27,Khanmigo,45,0.55,Active,19,11,No,6
2018,September,Nigeria,19,21,17,38,ChatGPT,42,0.52,Unknown,24,5,Yes,3
2018,September,Canada,17,18,19,39,Google Gemini,94,0.92,Active,20,3,No,3
2018,September,Australia,16,22,18,25,Google Gemini,96,0.93,Draft,16,10,Yes,10
2018,October,US,22,22,15,50,ChatGPT,90,0.9,Active,24,17,No,4
2018,October,UK,24,15,17,40,Google Gemini,92,0.91,Unknown,29,11,Yes,3
2018,October,China,23,21,16,9,Microsoft Copilot,70,0.75,Unknown,28,11,No,10
2018,October,India,18,22,19,18,ChatGPT,50,0.64,Draft,18,13,No,4
2018,October,Germany,24,20,20,38,Microsoft Copilot,93,0.94,Draft,26,10,Yes,6
2018,October,Brazil,21,19,22,21,Khanmigo,75,0.7,Active,26,10,No,4
2018,October,Pakistan,16,20,17,17,Microsoft Copilot,45,0.55,Draft,18,8,Yes,10
2018,October,Nigeria,21,18,21,13,Microsoft Copilot,42,0.52,Unknown,22,12,No,3
2018,October,Canada,20,17,17,30,Khanmigo,94,0.92,Active,22,14,No,8
2018,October,Australia,20,22,18,32,Microsoft Copilot,96,0.93,Unknown,21,5,No,10
2018,November,US,17,23,20,15,Khanmigo,90,0.9,Draft,18,2,No,10
2018,November,UK,15,18,22,18,Microsoft Copilot,92,0.91,Draft,15,10,No,1
2018,November,China,17,22,15,6,Microsoft Copilot,70,0.75,Active,17,9,Yes,3
2018,November,India,25,16,15,33,Khanmigo,50,0.64,Draft,28,18,Yes,5
2018,November,Germany,23,18,21,28,Google Gemini,93,0.94,Unknown,27,10,No,3
2018,November,Brazil,16,19,21,6,Microsoft Copilot,75,0.7,Active,19,8,Yes,2
2018,November,Pakistan,21,16,20,26,Khanmigo,45,0.55,Unknown,22,8,Yes,3
2018,November,Nigeria,16,19,21,23,ChatGPT,42,0.52,Draft,16,1,No,9
2018,November,Canada,23,17,18,13,Microsoft Copilot,94,0.92,Draft,27,11,No,9
2018,November,Australia,17,20,16,6,Khanmigo,96,0.93,Draft,20,6,No,6
2018,December,US,18,23,17,52,Microsoft Copilot,90,0.9,Active,21,7,No,9
2018,December,UK,16,16,21,42,Google Gemini,92,0.91,Unknown,21,8,No,5
2018,December,China,18,18,21,13,Khanmigo,70,0.75,Unknown,20,7,Yes,7
2018,December,India,22,23,15,41,Khanmigo,50,0.64,Active,24,9,No,3
2018,December,Germany,19,19,18,23,Microsoft Copilot,93,0.94,Unknown,22,7,Yes,10
2018,December,Brazil,17,23,16,23,Google Gemini,75,0.7,Active,21,9,Yes,2
2018,December,Pakistan,23,20,16,33,ChatGPT,45,0.55,Active,27,16,Yes,4
2018,December,Nigeria,17,19,16,48,Microsoft Copilot,42,0.52,Active,21,12,No,4
2018,December,Canada,24,15,21,47,Khanmigo,94,0.92,Unknown,25,16,No,6
2018,December,Australia,18,16,21,51,Microsoft Copilot,96,0.93,Unknown,23,11,No,6
2019,January,US,23,23,25,36,ChatGPT,90,0.9,Draft,27,9,No,4
2019,January,UK,26,21,27,53,Google Gemini,92,0.91,Draft,31,21,Yes,5
2019,January,China,27,26,22,29,Khanmigo,70,0.75,Unknown,32,20,No,4
2019,January,India,30,23,23,26,Khanmigo,50,0.64,Draft,30,24,No,9
2019,January,Germany,21,20,27,49,Microsoft Copilot,93,0.94,Unknown,25,14,No,2
2019,January,Brazil,24,22,20,40,ChatGPT,75,0.7,Active,29,10,No,9
2019,January,Pakistan,28,28,25,55,Microsoft Copilot,45,0.55,Active,28,14,Yes,8
2019,January,Nigeria,24,24,27,42,Microsoft Copilot,42,0.52,Unknown,27,16,Yes,1
2019,January,Canada,20,23,21,35,ChatGPT,94,0.92,Unknown,22,14,Yes,2
2019,January,Australia,22,23,21,48,Khanmigo,96,0.93,Unknown,25,17,Yes,3
2019,February,US,28,20,23,6,ChatGPT,90,0.9,Unknown,28,16,Yes,10
2019,February,UK,29,24,26,59,Microsoft Copilot,92,0.91,Draft,33,19,Yes,10
2019,February,China,23,23,20,21,ChatGPT,70,0.75,Unknown,26,14,Yes,9
2019,February,India,22,21,24,33,Khanmigo,50,0.64,Active,25,15,No,7
2019,February,Germany,20,22,21,17,Google Gemini,93,0.94,Draft,25,5,Yes,3
2019,February,Brazil,25,21,21,50,Google Gemini,75,0.7,Unknown,26,18,No,5
2019,February,Pakistan,29,25,20,21,Khanmigo,45,0.55,Active,32,16,Yes,10
2019,February,Nigeria,21,24,24,49,Microsoft Copilot,42,0.52,Draft,24,16,Yes,4
2019,February,Canada,26,23,22,12,Khanmigo,94,0.92,Unknown,26,11,No,4
2019,February,Australia,21,24,24,47,Google Gemini,96,0.93,Unknown,23,12,Yes,3
2019,March,US,20,25,25,37,Microsoft Copilot,90,0.9,Draft,20,7,Yes,8
2019,March,UK,23,26,26,46,Microsoft Copilot,92,0.91,Draft,24,10,Yes,3
2019,March,China,29,25,27,15,ChatGPT,70,0.75,Draft,33,17,No,8
2019,March,India,29,22,23,5,ChatGPT,50,0.64,Draft,29,21,No,2
2019,March,Germany,30,22,23,23,ChatGPT,93,0.94,Draft,30,18,No,4
2019,March,Brazil,27,25,26,39,Microsoft Copilot,75,0.7,Active,31,21,Yes,5
2019,March,Pakistan,23,22,22,42,Khanmigo,45,0.55,Draft,23,11,Yes,10
2019,March,Nigeria,23,22,25,52,Microsoft Copilot,42,0.52,Unknown,27,17,No,1
2019,March,Canada,22,24,23,43,ChatGPT,94,0.92,Active,26,15,No,10
2019,March,Australia,21,23,26,54,Microsoft Copilot,96,0.93,Unknown,24,7,Yes,2
2019,April,US,25,25,23,12,Google Gemini,90,0.9,Draft,28,11,Yes,6
2019,April,UK,22,24,20,53,Google Gemini,92,0.91,Draft,25,16,Yes,8
2019,April,China,28,27,21,38,ChatGPT,70,0.75,Draft,29,23,No,3
2019,April,India,30,26,21,46,Khanmigo,50,0.64,Active,34,23,No,3
2019,April,Germany,26,20,27,37,Khanmigo,93,0.94,Unknown,29,21,Yes,2
2019,April,Brazil,27,20,21,21,Khanmigo,75,0.7,Active,29,14,Yes,1
2019,April,Pakistan,24,22,27,43,ChatGPT,45,0.55,Unknown,29,11,Yes,4
2019,April,Nigeria,30,22,26,37,Microsoft Copilot,42,0.52,Draft,34,20,No,9
2019,April,Canada,22,21,23,42,Microsoft Copilot,94,0.92,Unknown,26,17,No,4
2019,April,Australia,27,24,22,13,Khanmigo,96,0.93,Unknown,29,18,Yes,4
2019,May,US,24,22,22,12,Khanmigo,90,0.9,Active,27,13,No,8
2019,May,UK,22,28,22,29,Google Gemini,92,0.91,Draft,27,7,No,3
2019,May,China,24,21,22,40,Google Gemini,70,0.75,Draft,28,12,Yes,6
2019,May,India,25,26,23,31,ChatGPT,50,0.64,Draft,30,15,No,10
2019,May,Germany,23,25,21,25,Google Gemini,93,0.94,Draft,27,13,No,8
2019,May,Brazil,27,23,26,23,ChatGPT,75,0.7,Unknown,29,17,Yes,2
2019,May,Pakistan,27,20,23,39,Khanmigo,45,0.55,Unknown,27,21,No,8
2019,May,Nigeria,27,28,25,52,Khanmigo,42,0.52,Draft,28,21,Yes,9
2019,May,Canada,21,28,25,44,Khanmigo,94,0.92,Active,24,14,Yes,10
2019,May,Australia,30,24,21,10,Khanmigo,96,0.93,Active,31,18,Yes,10
2019,June,US,24,26,25,39,ChatGPT,90,0.9,Active,25,18,No,3
2019,June,UK,27,23,20,49,Khanmigo,92,0.91,Active,29,16,No,1
2019,June,China,29,26,26,24,Khanmigo,70,0.75,Active,30,15,No,1
2019,June,India,28,22,24,34,Khanmigo,50,0.64,Unknown,33,23,Yes,9
2019,June,Germany,30,22,26,22,Google Gemini,93,0.94,Active,35,19,Yes,2
2019,June,Brazil,24,22,24,16,Google Gemini,75,0.7,Draft,26,15,Yes,6
2019,June,Pakistan,26,26,25,20,Khanmigo,45,0.55,Draft,28,15,No,1
2019,June,Nigeria,27,23,24,56,ChatGPT,42,0.52,Draft,28,18,Yes,2
2019,June,Canada,22,26,26,20,Khanmigo,94,0.92,Unknown,24,9,No,5
2019,June,Australia,29,27,21,5,Khanmigo,96,0.93,Active,32,16,Yes,10
2019,July,US,26,27,25,21,Google Gemini,90,0.9,Unknown,30,15,No,4
2019,July,UK,27,22,25,38,Google Gemini,92,0.91,Draft,32,19,No,7
2019,July,China,24,21,22,10,Google Gemini,70,0.75,Draft,26,18,Yes,9
2019,July,India,22,23,24,40,Google Gemini,50,0.64,Unknown,22,8,No,9
2019,July,Germany,28,27,27,45,Google Gemini,93,0.94,Active,29,21,No,10
2019,July,Brazil,29,26,23,25,ChatGPT,75,0.7,Active,30,16,No,3
2019,July,Pakistan,20,20,21,24,ChatGPT,45,0.55,Active,25,7,No,10
2019,July,Nigeria,30,24,23,33,Khanmigo,42,0.52,Unknown,30,17,No,7
2019,July,Canada,29,24,26,27,ChatGPT,94,0.92,Draft,32,15,No,6
2019,July,Australia,21,20,23,44,ChatGPT,96,0.93,Active,21,8,No,1
2019,August,US,29,21,23,22,Google Gemini,90,0.9,Active,30,18,Yes,1
2019,August,UK,26,22,26,23,Khanmigo,92,0.91,Draft,30,13,No,10
2019,August,China,28,24,23,15,Microsoft Copilot,70,0.75,Draft,32,13,Yes,6
2019,August,India,23,22,27,34,Khanmigo,50,0.64,Unknown,25,12,No,4
2019,August,Germany,30,27,25,47,Microsoft Copilot,93,0.94,Active,33,23,No,7
2019,August,Brazil,22,26,22,21,Khanmigo,75,0.7,Active,22,11,Yes,10
2019,August,Pakistan,28,21,23,34,Google Gemini,45,0.55,Unknown,29,14,No,6
2019,August,Nigeria,25,22,21,15,ChatGPT,42,0.52,Active,29,16,No,9
2019,August,Canada,27,20,21,36,Khanmigo,94,0.92,Active,30,14,No,8
2019,August,Australia,23,26,27,23,Google Gemini,96,0.93,Unknown,25,17,No,3
2019,September,US,29,22,23,11,Khanmigo,90,0.9,Unknown,34,17,Yes,8
2019,September,UK,26,26,21,52,Khanmigo,92,0.91,Unknown,31,20,No,5
2019,September,China,22,23,23,50,Microsoft Copilot,70,0.75,Active,26,11,No,10
2019,September,India,25,28,22,30,Khanmigo,50,0.64,Active,26,17,Yes,3
2019,September,Germany,30,25,27,45,Google Gemini,93,0.94,Active,31,20,Yes,8
2019,September,Brazil,22,20,22,39,ChatGPT,75,0.7,Active,24,8,Yes,2
2019,September,Pakistan,24,28,27,24,Microsoft Copilot,45,0.55,Unknown,29,9,No,5
2019,September,Nigeria,29,23,25,41,Microsoft Copilot,42,0.52,Active,29,17,Yes,8
2019,September,Canada,24,28,27,34,Khanmigo,94,0.92,Draft,26,11,Yes,2
2019,September,Australia,23,25,25,13,Google Gemini,96,0.93,Unknown,25,12,Yes,5
2019,October,US,28,20,27,10,Khanmigo,90,0.9,Unknown,32,15,No,4
2019,October,UK,28,25,20,54,ChatGPT,92,0.91,Active,30,21,Yes,7
2019,October,China,25,24,21,53,Microsoft Copilot,70,0.75,Unknown,30,14,No,9
2019,October,India,26,24,24,10,Google Gemini,50,0.64,Active,28,11,No,6
2019,October,Germany,23,25,22,51,ChatGPT,93,0.94,Active,26,12,Yes,6
2019,October,Brazil,29,22,22,24,Khanmigo,75,0.7,Unknown,34,17,No,4
2019,October,Pakistan,28,23,26,53,Google Gemini,45,0.55,Active,30,20,Yes,7
2019,October,Nigeria,29,23,23,26,Khanmigo,42,0.52,Draft,31,20,No,7
2019,October,Canada,25,24,25,32,Khanmigo,94,0.92,Unknown,26,11,No,9
2019,October,Australia,27,23,27,29,ChatGPT,96,0.93,Draft,31,18,Yes,9
2019,November,US,26,20,24,58,Microsoft Copilot,90,0.9,Draft,31,12,Yes,8
2019,November,UK,20,23,22,17,ChatGPT,92,0.91,Draft,21,12,Yes,9
2019,November,China,24,22,23,18,Microsoft Copilot,70,0.75,Draft,29,9,No,8
2019,November,India,27,24,23,51,Khanmigo,50,0.64,Active,32,17,Yes,2
2019,November,Germany,23,26,22,19,Google Gemini,93,0.94,Active,26,15,No,3
2019,November,Brazil,21,26,25,19,Microsoft Copilot,75,0.7,Unknown,25,12,Yes,7
2019,November,Pakistan,27,23,25,30,Khanmigo,45,0.55,Active,29,20,Yes,9
2019,November,Nigeria,25,23,23,29,Khanmigo,42,0.52,Unknown,28,11,No,9
2019,November,Canada,27,23,20,24,Google Gemini,94,0.92,Active,29,13,No,6
2019,November,Australia,25,27,22,60,ChatGPT,96,0.93,Active,28,15,No,10
2019,December,US,30,23,23,32,Khanmigo,90,0.9,Unknown,33,19,No,5
2019,December,UK,20,26,24,46,Microsoft Copilot,92,0.91,Unknown,23,8,No,9
2019,December,China,27,26,21,58,Microsoft Copilot,70,0.75,Unknown,32,12,No,3
2019,December,India,28,28,27,33,Microsoft Copilot,50,0.64,Draft,32,23,No,5
2019,December,Germany,21,20,26,29,Microsoft Copilot,93,0.94,Unknown,25,7,Yes,7
2019,December,Brazil,30,27,20,34,ChatGPT,75,0.7,Draft,33,25,Yes,9
2019,December,Pakistan,24,26,25,32,Microsoft Copilot,45,0.55,Draft,24,14,No,8
2019,December,Nigeria,29,22,25,52,Microsoft Copilot,42,0.52,Active,34,24,No,6
2019,December,Canada,24,27,27,14,ChatGPT,94,0.92,Draft,26,18,No,6
2019,December,Australia,26,26,22,45,Microsoft Copilot,96,0.93,Unknown,26,11,Yes,3
2020,January,US,25,30,26,27,Khanmigo,90,0.9,Unknown,25,16,Yes,9
2020,January,UK,35,28,31,9,Google Gemini,92,0.91,Unknown,35,29,Yes,8
2020,January,China,26,28,25,51,ChatGPT,70,0.75,Active,26,18,Yes,3
2020,January,India,34,30,32,15,Google Gemini,50,0.64,Active,36,26,Yes,10
2020,January,Germany,29,32,27,27,Google Gemini,93,0.94,Unknown,33,22,Yes,3
2020,January,Brazil,25,29,31,45,Microsoft Copilot,75,0.7,Unknown,25,19,No,9
2020,January,Pakistan,32,26,32,55,Google Gemini,45,0.55,Draft,33,19,Yes,5
2020,January,Nigeria,25,31,27,32,Google Gemini,42,0.52,Unknown,25,16,Yes,4
2020,January,Canada,33,30,26,52,Google Gemini,94,0.92,Draft,34,18,No,8
2020,January,Australia,29,29,28,48,Khanmigo,96,0.93,Active,34,18,Yes,9
2020,February,US,27,33,32,36,Khanmigo,90,0.9,Active,29,14,Yes,6
2020,February,UK,28,27,31,48,Khanmigo,92,0.91,Draft,33,19,No,2
2020,February,China,35,33,26,37,ChatGPT,70,0.75,Unknown,36,28,Yes,5
2020,February,India,27,31,29,25,ChatGPT,50,0.64,Unknown,31,13,No,9
2020,February,Germany,30,28,29,16,Microsoft Copilot,93,0.94,Unknown,34,18,Yes,4
2020,February,Brazil,33,29,27,45,ChatGPT,75,0.7,Unknown,36,23,Yes,6
2020,February,Pakistan,31,27,27,13,Khanmigo,45,0.55,Draft,34,23,No,2
2020,February,Nigeria,25,27,26,30,Microsoft Copilot,42,0.52,Draft,29,17,Yes,4
2020,February,Canada,33,30,28,28,Google Gemini,94,0.92,Active,37,18,Yes,8
2020,February,Australia,28,28,28,33,Khanmigo,96,0.93,Draft,29,15,No,5
2020,March,US,32,32,29,54,ChatGPT,90,0.9,Active,32,24,No,9
2020,March,UK,34,28,25,12,ChatGPT,92,0.91,Active,37,27,No,5
2020,March,China,35,25,31,48,ChatGPT,70,0.75,Draft,38,29,Yes,3
2020,March,India,30,32,29,48,Google Gemini,50,0.64,Draft,31,22,No,6
2020,March,Germany,32,25,26,25,ChatGPT,93,0.94,Active,35,24,Yes,5
2020,March,Brazil,26,33,26,48,Microsoft Copilot,75,0.7,Draft,28,15,No,4
2020,March,Pakistan,35,28,27,52,Khanmigo,45,0.55,Draft,37,24,Yes,6
2020,March,Nigeria,34,29,32,60,Khanmigo,42,0.52,Unknown,35,20,No,10
2020,March,Canada,35,32,28,58,Microsoft Copilot,94,0.92,Unknown,39,23,No,5
2020,March,Australia,34,33,30,25,Google Gemini,96,0.93,Draft,37,28,No,1
2020,April,US,29,25,31,43,Google Gemini,90,0.9,Unknown,33,14,No,6
2020,April,UK,26,27,28,36,ChatGPT,92,0.91,Unknown,26,16,No,7
2020,April,China,25,25,28,16,Google Gemini,70,0.75,Unknown,26,19,No,1
2020,April,India,29,32,29,43,Microsoft Copilot,50,0.64,Unknown,30,22,No,3
